state,yr,qtr,index_nsa,index_sa,Warning
NY,1991,1,100.00,100.00,
NY,1991,2,99.54,98.96,
NY,1991,3,100.09,99.06,
NY,1991,4,100.37,99.88,
NY,1992,1,101.00,101.07,
NY,1992,2,100.66,100.05,
NY,1992,3,101.48,100.38,
NY,1992,4,102.44,101.98,
NY,1993,1,99.74,99.92,
NY,1993,2,101.71,101.01,
NY,1993,3,101.47,100.27,
NY,1993,4,100.66,100.26,
NY,1994,1,99.32,99.67,
NY,1994,2,100.41,99.60,
NY,1994,3,100.46,99.17,
NY,1994,4,98.75,98.40,
NY,1995,1,98.06,98.56,
NY,1995,2,99.55,98.65,
NY,1995,3,100.25,98.85,
NY,1995,4,98.44,98.13,
NY,1996,1,99.01,99.65,
NY,1996,2,99.77,98.81,
NY,1996,3,100.50,99.03,
NY,1996,4,99.32,99.02,
NY,1997,1,98.74,99.42,
NY,1997,2,101.39,100.46,
NY,1997,3,102.10,100.58,
NY,1997,4,101.57,101.21,
NY,1998,1,101.43,102.14,
NY,1998,2,104.92,104.02,
NY,1998,3,107.50,105.91,
NY,1998,4,108.17,107.69,
NY,1999,1,108.66,109.36,
NY,1999,2,112.75,111.92,
NY,1999,3,116.18,114.51,
NY,1999,4,117.63,117.00,
NY,2000,1,119.13,119.79,
NY,2000,2,122.75,122.01,
NY,2000,3,127.00,125.25,
NY,2000,4,129.31,128.53,
NY,2001,1,130.77,131.31,
NY,2001,2,135.28,134.62,
NY,2001,3,139.98,138.16,
NY,2001,4,142.84,141.88,
NY,2002,1,145.49,145.94,
NY,2002,2,150.86,150.23,
NY,2002,3,156.89,154.98,
NY,2002,4,159.64,158.53,
NY,2003,1,164.66,165.06,
NY,2003,2,168.04,167.31,
NY,2003,3,174.38,172.39,
NY,2003,4,179.21,177.95,
NY,2004,1,182.41,182.82,
NY,2004,2,188.43,187.47,
NY,2004,3,193.21,191.12,
NY,2004,4,198.36,197.04,
NY,2005,1,200.82,201.32,
NY,2005,2,204.95,203.70,
NY,2005,3,212.75,210.50,
NY,2005,4,214.05,212.75,
NY,2006,1,214.87,215.44,
NY,2006,2,218.39,216.90,
NY,2006,3,217.78,215.38,
NY,2006,4,217.40,216.30,
NY,2007,1,215.72,216.31,
NY,2007,2,219.76,218.14,
NY,2007,3,219.80,217.30,
NY,2007,4,217.63,216.70,
NY,2008,1,214.88,215.46,
NY,2008,2,215.26,213.63,
NY,2008,3,215.27,212.69,
NY,2008,4,208.91,208.17,
NY,2009,1,206.75,207.30,
NY,2009,2,206.44,204.85,
NY,2009,3,207.08,204.49,
NY,2009,4,205.81,205.23,
NY,2010,1,204.44,204.97,
NY,2010,2,205.79,204.22,
NY,2010,3,205.19,202.50,
NY,2010,4,204.13,203.63,
NY,2011,1,198.95,199.50,
NY,2011,2,200.72,199.14,
NY,2011,3,201.13,198.49,
NY,2011,4,197.13,196.63,
NY,2012,1,196.49,197.13,
NY,2012,2,199.88,198.26,
NY,2012,3,201.16,198.52,
NY,2012,4,199.01,198.41,
NY,2013,1,199.58,200.35,
NY,2013,2,203.19,201.49,
NY,2013,3,205.85,203.20,
NY,2013,4,205.11,204.36,
NY,2014,1,203.43,204.30,
NY,2014,2,206.83,205.16,
NY,2014,3,208.23,205.58,
NY,2014,4,208.75,207.79,
NY,2015,1,208.20,209.19,
NY,2015,2,211.85,210.18,
NY,2015,3,216.10,213.43,
NY,2015,4,214.28,213.08,
NY,2016,1,214.04,215.12,
NY,2016,2,220.34,218.72,
NY,2016,3,223.31,220.53,
NY,2016,4,225.32,223.92,
NY,2017,1,225.57,226.78,
NY,2017,2,230.91,229.26,
NY,2017,3,236.75,233.80,
NY,2017,4,239.01,237.47,
NY,2018,1,239.58,240.88,
OH,1991,1,100.00,100.00,
OH,1991,2,101.49,100.57,
OH,1991,3,101.94,101.12,
OH,1991,4,102.85,102.23,
OH,1992,1,104.23,104.27,
OH,1992,2,105.81,104.83,
OH,1992,3,106.96,106.09,
OH,1992,4,107.92,107.27,
OH,1993,1,108.04,108.10,
OH,1993,2,110.53,109.49,
OH,1993,3,112.04,111.09,
OH,1993,4,113.14,112.52,
OH,1994,1,113.70,113.75,
OH,1994,2,116.46,115.32,
OH,1994,3,117.26,116.27,
OH,1994,4,118.07,117.51,
OH,1995,1,119.08,119.07,
OH,1995,2,120.87,119.69,
OH,1995,3,122.34,121.25,
OH,1995,4,123.13,122.67,
OH,1996,1,124.30,124.22,
OH,1996,2,126.84,125.60,
OH,1996,3,127.61,126.47,
OH,1996,4,127.89,127.49,
OH,1997,1,128.40,128.26,
OH,1997,2,130.40,129.13,
OH,1997,3,131.45,130.22,
OH,1997,4,131.34,131.01,
OH,1998,1,132.82,132.66,
OH,1998,2,134.89,133.55,
OH,1998,3,136.08,134.79,
OH,1998,4,137.00,136.68,
OH,1999,1,138.67,138.54,
OH,1999,2,141.33,139.89,
OH,1999,3,142.94,141.55,
OH,1999,4,143.13,142.80,
OH,2000,1,144.18,144.14,
OH,2000,2,147.22,145.63,
OH,2000,3,148.46,147.03,
OH,2000,4,148.62,148.23,
OH,2001,1,149.48,149.58,
OH,2001,2,152.75,151.00,
OH,2001,3,153.50,152.03,
OH,2001,4,153.81,153.37,
OH,2002,1,155.09,155.32,
OH,2002,2,157.62,155.73,
OH,2002,3,159.07,157.51,
OH,2002,4,159.70,159.21,
OH,2003,1,160.16,160.54,
OH,2003,2,164.01,161.98,
OH,2003,3,165.02,163.30,
OH,2003,4,165.29,164.85,
OH,2004,1,165.70,166.25,
OH,2004,2,169.60,167.41,
OH,2004,3,170.70,168.73,
OH,2004,4,170.32,170.01,
OH,2005,1,170.67,171.43,
OH,2005,2,175.02,172.62,
OH,2005,3,175.30,173.06,
OH,2005,4,174.72,174.53,
OH,2006,1,174.17,175.24,
OH,2006,2,177.72,175.10,
OH,2006,3,176.87,174.30,
OH,2006,4,173.95,173.93,
OH,2007,1,172.66,174.09,
OH,2007,2,175.65,172.85,
OH,2007,3,174.08,171.25,
OH,2007,4,169.29,169.40,
OH,2008,1,164.42,166.16,
OH,2008,2,166.69,163.84,
OH,2008,3,164.23,161.31,
OH,2008,4,157.61,157.84,
OH,2009,1,154.69,156.57,
OH,2009,2,159.95,157.12,
OH,2009,3,160.25,157.21,
OH,2009,4,157.28,157.54,
OH,2010,1,155.30,157.41,
OH,2010,2,157.55,154.69,
OH,2010,3,154.54,151.42,
OH,2010,4,151.19,151.46,
OH,2011,1,144.85,147.03,
OH,2011,2,149.96,147.22,
OH,2011,3,151.57,148.28,
OH,2011,4,148.04,148.40,
OH,2012,1,146.25,148.58,
OH,2012,2,153.88,150.98,
OH,2012,3,155.31,151.91,
OH,2012,4,152.03,152.48,
OH,2013,1,151.67,154.02,
OH,2013,2,158.97,155.97,
OH,2013,3,161.64,158.21,
OH,2013,4,158.77,159.21,
OH,2014,1,159.14,161.41,
OH,2014,2,165.43,162.35,
OH,2014,3,166.76,163.52,
OH,2014,4,166.08,166.33,
OH,2015,1,165.22,167.44,
OH,2015,2,172.31,169.21,
OH,2015,3,174.30,171.05,
OH,2015,4,173.29,173.46,
OH,2016,1,173.43,175.65,
OH,2016,2,180.73,177.54,
OH,2016,3,183.89,180.52,
OH,2016,4,183.10,183.29,
OH,2017,1,183.31,185.60,
OH,2017,2,192.41,188.98,
OH,2017,3,195.50,191.89,
OH,2017,4,194.49,194.87,
OH,2018,1,196.82,199.15,
OK,1991,1,100.00,100.00,
OK,1991,2,100.89,100.36,
OK,1991,3,101.64,101.08,
OK,1991,4,102.49,101.66,
OK,1992,1,102.70,102.74,
OK,1992,2,103.05,102.50,
OK,1992,3,103.88,103.28,
OK,1992,4,105.43,104.58,
OK,1993,1,105.82,105.92,
OK,1993,2,108.13,107.52,
OK,1993,3,109.72,109.04,
OK,1993,4,111.60,110.74,
OK,1994,1,111.98,112.16,
OK,1994,2,114.39,113.68,
OK,1994,3,114.36,113.58,
OK,1994,4,116.02,115.21,
OK,1995,1,115.08,115.31,
OK,1995,2,116.71,115.90,
OK,1995,3,118.42,117.57,
OK,1995,4,119.14,118.39,
OK,1996,1,119.06,119.30,
OK,1996,2,121.59,120.71,
OK,1996,3,122.36,121.42,
OK,1996,4,122.50,121.86,
OK,1997,1,122.70,122.91,
OK,1997,2,124.66,123.73,
OK,1997,3,125.50,124.52,
OK,1997,4,126.08,125.50,
OK,1998,1,126.99,127.13,
OK,1998,2,129.89,128.92,
OK,1998,3,130.90,129.87,
OK,1998,4,133.29,132.75,
OK,1999,1,134.18,134.27,
OK,1999,2,136.04,135.02,
OK,1999,3,138.49,137.44,
OK,1999,4,138.87,138.30,
OK,2000,1,139.96,140.04,
OK,2000,2,142.29,141.22,
OK,2000,3,143.50,142.40,
OK,2000,4,144.76,144.18,
OK,2001,1,145.19,145.31,
OK,2001,2,148.18,147.01,
OK,2001,3,149.53,148.39,
OK,2001,4,149.83,149.22,
OK,2002,1,151.03,151.26,
OK,2002,2,153.09,151.80,
OK,2002,3,154.26,153.03,
OK,2002,4,155.97,155.39,
OK,2003,1,155.84,156.19,
OK,2003,2,159.37,157.88,
OK,2003,3,160.90,159.59,
OK,2003,4,161.52,160.97,
OK,2004,1,162.24,162.73,
OK,2004,2,166.47,164.81,
OK,2004,3,165.71,164.22,
OK,2004,4,168.45,168.00,
OK,2005,1,169.00,169.66,
OK,2005,2,174.07,172.21,
OK,2005,3,177.07,175.31,
OK,2005,4,178.22,177.89,
OK,2006,1,180.02,180.90,
OK,2006,2,185.31,183.22,
OK,2006,3,185.95,183.85,
OK,2006,4,186.49,186.30,
OK,2007,1,190.11,191.26,
OK,2007,2,191.87,189.56,
OK,2007,3,195.93,193.58,
OK,2007,4,194.89,194.74,
OK,2008,1,192.28,193.67,
OK,2008,2,195.94,193.45,
OK,2008,3,195.12,192.74,
OK,2008,4,188.38,188.09,
OK,2009,1,190.62,192.28,
OK,2009,2,196.34,193.71,
OK,2009,3,196.27,193.92,
OK,2009,4,193.05,192.65,
OK,2010,1,190.65,192.43,
OK,2010,2,195.86,193.18,
OK,2010,3,194.64,192.36,
OK,2010,4,193.02,192.60,
OK,2011,1,183.54,185.21,
OK,2011,2,193.67,191.02,
OK,2011,3,189.69,187.48,
OK,2011,4,191.73,191.51,
OK,2012,1,188.67,190.06,
OK,2012,2,195.17,192.65,
OK,2012,3,197.90,195.58,
OK,2012,4,197.07,196.98,
OK,2013,1,200.05,201.29,
OK,2013,2,205.04,202.54,
OK,2013,3,204.72,202.14,
OK,2013,4,201.25,201.47,
OK,2014,1,205.37,206.36,
OK,2014,2,207.65,205.25,
OK,2014,3,211.11,208.36,
OK,2014,4,210.42,210.70,
OK,2015,1,216.19,217.30,
OK,2015,2,219.67,217.12,
OK,2015,3,222.93,219.96,
OK,2015,4,222.13,222.33,
OK,2016,1,219.09,220.38,
OK,2016,2,226.46,223.79,
OK,2016,3,228.43,225.49,
OK,2016,4,225.90,225.68,
OK,2017,1,229.34,231.18,
OK,2017,2,235.80,232.88,
OK,2017,3,237.39,234.36,
OK,2017,4,239.26,238.79,
OK,2018,1,232.56,234.70,
OR,1991,1,100.00,100.00,
OR,1991,2,102.47,101.84,
OR,1991,3,104.36,103.72,
OR,1991,4,105.47,105.30,
OR,1992,1,108.37,108.36,
OR,1992,2,110.82,110.15,
OR,1992,3,113.31,112.61,
OR,1992,4,115.19,115.03,
OR,1993,1,116.88,116.86,
OR,1993,2,120.30,119.55,
OR,1993,3,123.25,122.50,
OR,1993,4,126.40,126.26,
OR,1994,1,128.91,128.86,
OR,1994,2,133.71,132.87,
OR,1994,3,136.57,135.72,
OR,1994,4,139.13,139.04,
OR,1995,1,142.16,142.09,
OR,1995,2,144.78,143.83,
OR,1995,3,147.44,146.50,
OR,1995,4,148.57,148.57,
OR,1996,1,151.39,151.29,
OR,1996,2,155.47,154.43,
OR,1996,3,157.69,156.60,
OR,1996,4,159.15,159.27,
OR,1997,1,162.35,162.23,
OR,1997,2,164.30,163.14,
OR,1997,3,166.13,164.95,
OR,1997,4,165.82,166.02,
OR,1998,1,165.66,165.54,
OR,1998,2,170.58,169.35,
OR,1998,3,171.80,170.55,
OR,1998,4,171.65,171.87,
OR,1999,1,173.43,173.37,
OR,1999,2,176.93,175.61,
OR,1999,3,177.66,176.34,
OR,1999,4,177.08,177.28,
OR,2000,1,179.84,179.87,
OR,2000,2,181.27,179.91,
OR,2000,3,182.63,181.21,
OR,2000,4,184.00,184.16,
OR,2001,1,186.41,186.56,
OR,2001,2,190.16,188.78,
OR,2001,3,192.60,191.00,
OR,2001,4,193.01,193.07,
OR,2002,1,195.39,195.70,
OR,2002,2,199.99,198.65,
OR,2002,3,203.61,201.73,
OR,2002,4,204.63,204.59,
OR,2003,1,207.95,208.53,
OR,2003,2,214.09,212.74,
OR,2003,3,217.74,215.44,
OR,2003,4,221.25,221.17,
OR,2004,1,225.84,226.78,
OR,2004,2,233.82,232.28,
OR,2004,3,243.34,240.54,
OR,2004,4,249.22,249.17,
OR,2005,1,256.45,257.85,
OR,2005,2,270.84,268.85,
OR,2005,3,287.19,283.65,
OR,2005,4,296.65,296.78,
OR,2006,1,305.15,307.07,
OR,2006,2,319.78,317.17,
OR,2006,3,328.08,323.87,
OR,2006,4,326.91,327.17,
OR,2007,1,333.10,335.61,
OR,2007,2,341.00,337.82,
OR,2007,3,338.82,334.33,
OR,2007,4,330.71,331.10,
OR,2008,1,322.08,324.83,
OR,2008,2,322.78,319.58,
OR,2008,3,315.32,310.99,
OR,2008,4,300.45,300.66,
OR,2009,1,294.06,297.11,
OR,2009,2,288.40,285.42,
OR,2009,3,285.06,280.80,
OR,2009,4,277.85,278.08,
OR,2010,1,268.54,271.69,
OR,2010,2,276.01,273.14,
OR,2010,3,263.90,259.61,
OR,2010,4,253.16,253.34,
OR,2011,1,244.09,247.41,
OR,2011,2,245.14,242.39,
OR,2011,3,248.84,244.58,
OR,2011,4,245.21,245.54,
OR,2012,1,241.19,244.70,
OR,2012,2,252.18,249.07,
OR,2012,3,263.11,258.60,
OR,2012,4,259.75,260.20,
OR,2013,1,267.23,271.33,
OR,2013,2,283.61,279.64,
OR,2013,3,288.87,284.13,
OR,2013,4,289.17,289.86,
OR,2014,1,290.42,294.82,
OR,2014,2,303.62,298.91,
OR,2014,3,309.26,304.60,
OR,2014,4,309.98,310.83,
OR,2015,1,311.63,316.27,
OR,2015,2,330.90,325.36,
OR,2015,3,338.04,333.32,
OR,2015,4,342.80,343.92,
OR,2016,1,349.67,354.63,
OR,2016,2,369.19,362.81,
OR,2016,3,374.19,369.14,
OR,2016,4,380.15,381.67,
OR,2017,1,381.12,386.20,
OR,2017,2,401.72,394.75,
OR,2017,3,407.81,402.29,
OR,2017,4,405.31,407.28,
OR,2018,1,418.00,423.30,
PA,1991,1,100.00,100.00,
PA,1991,2,100.08,99.61,
PA,1991,3,100.43,99.90,
PA,1991,4,101.42,100.89,
PA,1992,1,101.79,101.84,
PA,1992,2,102.36,101.87,
PA,1992,3,102.50,101.91,
PA,1992,4,102.91,102.39,
PA,1993,1,102.25,102.38,
PA,1993,2,103.64,103.10,
PA,1993,3,103.99,103.30,
PA,1993,4,104.61,104.14,
PA,1994,1,104.33,104.55,
PA,1994,2,105.26,104.65,
PA,1994,3,105.98,105.18,
PA,1994,4,105.09,104.69,
PA,1995,1,103.79,104.09,
PA,1995,2,105.66,104.98,
PA,1995,3,105.79,104.92,
PA,1995,4,105.35,105.04,
PA,1996,1,104.94,105.27,
PA,1996,2,106.45,105.71,
PA,1996,3,107.13,106.22,
PA,1996,4,106.28,106.04,
PA,1997,1,106.42,106.75,
PA,1997,2,107.38,106.56,
PA,1997,3,107.84,106.93,
PA,1997,4,107.85,107.66,
PA,1998,1,107.68,108.00,
PA,1998,2,110.00,109.12,
PA,1998,3,110.43,109.51,
PA,1998,4,111.16,111.00,
PA,1999,1,111.74,112.08,
PA,1999,2,113.85,112.90,
PA,1999,3,115.21,114.25,
PA,1999,4,115.53,115.38,
PA,2000,1,116.52,116.88,
PA,2000,2,119.44,118.44,
PA,2000,3,120.55,119.50,
PA,2000,4,121.33,121.19,
PA,2001,1,122.90,123.34,
PA,2001,2,126.56,125.51,
PA,2001,3,128.83,127.63,
PA,2001,4,129.67,129.53,
PA,2002,1,131.60,132.13,
PA,2002,2,135.75,134.67,
PA,2002,3,138.97,137.54,
PA,2002,4,141.50,141.38,
PA,2003,1,143.42,144.05,
PA,2003,2,148.15,147.02,
PA,2003,3,152.46,150.78,
PA,2003,4,153.24,153.11,
PA,2004,1,156.66,157.39,
PA,2004,2,163.50,162.29,
PA,2004,3,168.60,166.63,
PA,2004,4,171.93,171.86,
PA,2005,1,173.95,174.76,
PA,2005,2,181.13,179.79,
PA,2005,3,187.88,185.65,
PA,2005,4,189.68,189.67,
PA,2006,1,192.33,193.21,
PA,2006,2,195.81,194.30,
PA,2006,3,198.51,196.21,
PA,2006,4,197.83,197.90,
PA,2007,1,198.91,199.73,
PA,2007,2,203.21,201.54,
PA,2007,3,202.25,200.02,
PA,2007,4,200.08,200.19,
PA,2008,1,197.90,198.74,
PA,2008,2,197.88,196.08,
PA,2008,3,196.36,194.28,
PA,2008,4,191.12,191.29,
PA,2009,1,188.47,189.32,
PA,2009,2,190.51,188.57,
PA,2009,3,190.07,188.08,
PA,2009,4,189.38,189.61,
PA,2010,1,188.73,189.79,
PA,2010,2,189.34,187.17,
PA,2010,3,186.87,184.86,
PA,2010,4,185.36,185.69,
PA,2011,1,181.35,182.58,
PA,2011,2,185.41,183.08,
PA,2011,3,184.38,182.28,
PA,2011,4,180.35,180.75,
PA,2012,1,180.06,181.57,
PA,2012,2,184.91,182.33,
PA,2012,3,185.17,182.92,
PA,2012,4,184.33,184.85,
PA,2013,1,184.30,186.05,
PA,2013,2,191.01,188.20,
PA,2013,3,192.64,190.17,
PA,2013,4,190.11,190.74,
PA,2014,1,188.68,190.61,
PA,2014,2,196.16,193.19,
PA,2014,3,196.48,193.88,
PA,2014,4,194.08,194.79,
PA,2015,1,193.47,195.45,
PA,2015,2,200.52,197.50,
PA,2015,3,201.11,198.42,
PA,2015,4,199.64,200.37,
PA,2016,1,200.95,202.96,
PA,2016,2,207.34,204.26,
PA,2016,3,209.97,207.18,
PA,2016,4,207.92,208.69,
PA,2017,1,209.34,211.35,
PA,2017,2,216.94,213.79,
PA,2017,3,219.41,216.52,
PA,2017,4,219.10,219.89,
PA,2018,1,220.32,222.36,
RI,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1991,2,97.40,97.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1991,3,95.82,95.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1991,4,96.75,96.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1992,1,96.16,96.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1992,2,94.39,94.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1992,3,94.89,94.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1992,4,96.40,95.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1993,1,93.33,93.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1993,2,93.22,93.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1993,3,92.89,92.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1993,4,92.74,92.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1994,1,92.41,92.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1994,2,93.45,93.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1994,3,92.75,92.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1994,4,91.68,91.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1995,1,91.89,92.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1995,2,92.11,91.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1995,3,91.59,91.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1995,4,92.19,91.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1996,1,90.47,90.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1996,2,91.68,91.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1996,3,91.76,91.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1996,4,90.45,90.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1997,1,91.08,91.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1997,2,91.86,91.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1997,3,91.60,91.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1997,4,92.70,92.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1998,1,92.63,93.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1998,2,95.55,95.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1998,3,96.76,96.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1998,4,97.70,97.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1999,1,98.65,99.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1999,2,100.48,100.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1999,3,104.93,104.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,1999,4,106.52,106.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2000,1,106.56,107.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2000,2,113.27,112.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2000,3,117.57,116.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2000,4,120.30,119.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2001,1,121.75,123.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2001,2,128.24,127.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2001,3,134.04,132.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2001,4,138.57,138.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2002,1,142.95,144.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2002,2,151.64,151.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2002,3,160.72,159.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2002,4,165.87,165.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2003,1,170.11,171.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
RI,2003,2,179.56,179.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
